incident_summary,true_label,pred_label,raw_output
"A CPI-Maoist cadre, identified as Janaki Yadav, carrying a reward of INR 50,000 on his head was arrested from Banadih village in Jamui District. Acting on a tip off, a Police team led by SP, Operation, DN Pandey raided the village and arrested the Maoist. Yadav, is said to be a self-styled 'area platoon commander' of the CPI-Maoist and was wanted in over a dozen cases.",Security,Security,Security
Seven persons were arrested for having alleged links with the CPI-Maoist and planning to abduct a Government official in Keonjhar.,Security,Unknown,Unknown
Four activists of anti-Maoist CMAS of Bandhugaon unit were allegedly abducted by the Maoists near Katulpeta in Koraput District.,Maoist,Maoist,Maoist
"Suspected CPI-Maoist cadres fired at SFs when they were on a LRP near Sitasal village around Shikaripada of Dumka District of Jharkhand. Dumka SP Anoop T Mathew, who visited Shikaripada soon after being informed about the encounter, said around 200 rounds of firing were exchanged in the dense forest.",Maoist,Maoist,Maoist
"A CPI-Maoist cadre, identified as Mari Arjun (39), surrendered before Narsipatnam Assistant Superintendent of Police (ASP), Vishal Gunni, in Visakhapatnam District.",Maoist,Maoist,Maoist
"A CPI-Maoist cadre was killed in an encounter with SFs near Chhuchhiya Maunwar village under Dhibra Police Station area in Aurangabad District. Police said acting on a tip off a team of local Police and CRPF personnel conducted raid at a hide-out where the Maoists had taken shelter. ""One Maoist died in an encounter while others managed to escape from the spot,"" a Police official said adding that the body of the slain Maoist could not be recovered as Maoists escaped from the spot taking the body with them.",Security,Security,Security
"Cadres of the CPI-Maoist set ablaze the house of a local NCP leader, identified as Preeti Godshelwar, in Halewara village in Gadchiroli District. A group of around 100 armed Maoists stormed the village, about 350 kilometres from Nagpur, entered the house of Preeti and set it ablaze.",Maoist,Maoist,Maoist
"Cache of arms and explosives hidden by the CPI-Maoist were recovered by CRPF personnel near Tilaya-Dania road of Jhumra hill under Mahuatard Police Station limits in Bokaro District. The explosives included a cylinder bomb of 30 kg, four cane bombs of 10 kg each, 10 pieces of detonators, one local made pistol and Maoist literature during the operation, said Y.S. Ramesh, SP Bokaro.",Security,Maoist,Maoist
"Eight CPI-Maoist cadres, including its Rachakonda area committee commander, were arrested as Police foiled a secret meeting of the Maoists during a search operation in the reserve forest area near Venkatapuram in the Thurkapally mandal of Nalgonda District. The arrested area committee commander was identified as T. Yadaiah alias Kranthi and other Maoist cadres were identified as B. Anuradha alias Jyothi, U. Vijay alias Nagesh, B. Balaiah, V Bikshamaiah, B Veeraiah, B Santosh, and Shaik Baba. Police also recovered some weapons and ammunition from the arrested extremists.",Security,Security,Security
"Suspected CPI-Maoist cadres, armed with modern firearms and hand grenades, attacked the Goelkera Police station in the West Singhbhum District. The Deputy Inspector General of Police (Singhbhum-Kolhan region), Ram Lakhan Prasad, while confirming the attack said, ""About 20 armed rebels attacked the Police station last night but the timely assistance of the special task force forced them to retreat. The Maoists were not able to reach even close to the Police station’s boundary.""",Maoist,Maoist,Maoist
Police recovered one 8 mm rifle and 30 live ammunition from a dump of the Praja Pratighatana at Bugga Cheruvu at Pathipally village in the Warangal District.,Security,Unknown,Unknown
"Orissa Police killed two CPI-Maoist cadres including a hardcore woman cadre, in the forested region of Koraput District. A joint team of the Andhra Pradesh Police's STF and the Orissa Police carrying out a combing operation in the Almonda area of the District under Narayanpatna Police station on the Andhra Pradesh-Orissa border killed the two Maoists, part of a three-member team. The woman, identified as Jyoti (25) was a member of the Koraput Divisional Committee (KDC) of the PLGA. A native of Srikakulam District in Andhra Pradesh, Jyoti took part in several high-profile attacks including the one on the Nayagarh Police training school in February this year. The identity of the other deceased Maoist is not known. The third member of the group, Raju, the area commander of the KDC, however, escaped with some injury.",Security,Security,Security
"A CPI-Maoist cadre was arrested in the Gaya District. Suchita Devi, a resident of Paroria village, had visited Deputy Superintendent of Police Saurabh Kumar on October 30 to lodge a complaint against her husband Raj Ballabh for allegedly torturing her. A Police team later found out that the woman had Maoist links and was wanted in connection with incidents of violence at places under Chauparan and Barhi Police stations of Hazaribagh District in Jharkhand.",Security,Maoist,Maoist
"Raja Sarkhel and Prasun Chatterjee, two activists of a Kolkata-based non-governmental organisation (NGO), were arrested from Jadavpur by a team of officers of the Criminal Investigation Department (CID) for their reported links with the PCPA leader Chhatradhar Mahato. The West Bengal Government, a few hours before, had approved the proposal of the West Midnapore District Police to frame charges under the Unlawful Activities [Prevention] Act (UAPA) against Mahato. Ajoy Ranade, the Deputy Inspector General of Police (Operations), confirmed the arrest. The two are also being charged under the provisions of the UAPA, he added. Both Sarkhel and Chatterjee are members of the Lalgarh Sanhati Mancha, a city-based group of intellectuals that supported the tribal movement in Lalgarh.",Security,Security,Security
"A landmine weighing 15 kg concealed under a culvert on Laxminagaram-Maraigudem road in Dummugudem mandal in Khammam District, in an alleged bid to kill Policemen was recovered by the Police during a combing operation.",Maoist,Unknown,Unknown
"Two cadres of the PLFI, a breakaway faction of the CPI-Maoist, were killed in internecine clash at Hessadih in Khunti District. The slain extremists were identified as Bitoo and Viki.",Maoist,Maoist,Maoist
The Chhattisgarh Police arrested five cadres of the CPI-Maoist from Rowghat Forest area in Kanker District.,Security,Security,Security
"Two CPI-Maoist cadres, identified as Debe Madkami and Muda Sodi, surrendered before the Police in Malkangiri District. SP Mitrabhanu Mohapatra said the two Maoists, working in the District as active members of AOBSZC since 2007, were involved in more than 15 violent incidents, including anti-landmine blast in Telerai and attack on BSF camp at Madhusudan Pally MPV-21 village in the District. Debe Madkami said he and his associate had decided to surrender in protest against their top cadres, who, in gross violation of Maoist ideology, started torturing and killing innocent tribals.",Maoist,Maoist,Maoist
"A 21-year-old CPI-Maoist cadre, identified as Goodar Bhuiyan alias Mahender, undergoing treatment at an abandoned house near Pandra in Ranchi District, Jharkhand was arrested by Palamu District Police.",Security,Security,Security
"West Bengal Chief Minister Buddhadeb Bhattacharjee and Union Steel Minister Ram Vilas Pawan had a narrow escape when a powerful IED, suspected to be planted by the left-wing extremists went off moments near a culvert on the Salboni-Medinipur road after their convoys passed through Kalaichandi in West Medinipur District. The explosive device was attached to a wire that stretched nearly two km across an adjoining paddy field. The blast damaged a pilot vehicle, which was following the convoy. Six Police personnel in the pilot vehicle were injured, two of them seriously. The leaders were returning from Salboni after attending the foundation laying ceremony of Jindal Steel Works' mega steel plant. Police suspect CPI-Maoist to be behind the incident.",Maoist,Maoist,Maoist
Six CPI-Maoist sympathisers were arrested by a Special Combing Party near Deekshakunta forest area in Warangal District.,Security,Security,Security
Four CPI-Maoist cadres of the Maddileru 'platoon' were killed in an encounter with the Police in the Marrikommadinne area of Anantapur District.,Unknown,Security,Security
A cadre of the CPI-Maoist was killed and five of his associates were injured in a gun battle with Security Force personnel at Tirubeda in Sundargarh District.,Unknown,Security,Security
"The firing squad of the Maoists also abducted and killed Biswajit Yadav (30) and Ajay Thakur (32) in Lawadi village in Palamu District, the Police said in Medininagar. The victims were supporters of the TPC, a break away faction of the CPI-Maoist. Latehar SP Kuldeep Dwivedi, also in-charge of Palamu, confirmed the incident. He said that ""A poster recovered from the site of the killing prima facie suggests that Maoists killed Yadav and Thakur as the duo were supporters of TPC.""",Maoist,Maoist,Maoist
