incident_summary,raw_output,true_civilians,pred_civilians,true_maoist,pred_maoist,true_government_officials,pred_government_officials,true_security,pred_security,true_private_property,pred_private_property,true_mining_company,pred_mining_company,true_government_infrastructure,pred_government_infrastructure,true_non_maoist_armed_group,pred_non_maoist_armed_group,true_no_target,pred_no_target
"A CPI-Maoist leader, identified as Satendra Kushwaha, was arrested in the Sonebhadra District. He is one of the prime accused in an attack on a Police station in the Rohtas District of Bihar recently and figured prominently in the wanted list of Bihar, Jharkhand and Uttar Pradesh Police. The report further said that the arrest followed Intelligence inputs regarding left-wing extremists using Uttar Pradesh's cities and Bundelkhand forests as save havens after executing attacks on Police stations in Chhattisgarh, Bihar, Orissa and Jharkhand.","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Approximately a thousand cadres and activists of the CPI-Maoist launched simultaneous attacks on the jail, Police lines and a paramilitary camp at Jehanabad, killing four persons and injuring five others. Two Maoists were also killed in the incident. 341 of the jail's 600 odd prisoners, several other cadres of the outfit were set free and approximately 12 activists of the Ranvir Sena, were abducted","Security, Maoist, Non-Maoist Armed Group",1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
"A Maoist couple was killed in an exchange of fire with the Police in a forest area in the Govindraopet sub-division of Warangal District. The slain extremists were identified as Satayya alias Suresh Anna, Secretary of Warangal, Karimnagar and Khammam District units of the CPI-ML Praja Pratighatna group, and his wife Rani, who was a commander of the party's armed squad. The Police recovered a spring loading rifle, a pistol and two kit bags from them.","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"A day after two powerful landmines were recovered from a road in Koraput District, security personnel began sanitizing the entire stretch of Koraput-Laxmipur road.","Security, Government Infrastructure",0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Five IEDs planted by the Maoists to target security personnel during upcoming Chhattisgarh Assembly Elections, were unearthed by SFs in Bijapur District.",Security,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Cadres of the CPI-Maoist shot dead a village headman, N.V. Mallaiah Naidu, belonging to the Congress party at Madhavaram village in the Cuddapah District.",Government Officials,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"At least three suspected women cadres of the CPI-Maoist were killed by the anti-Maoist SOG in an encounter in the Sahajkhaol Reserve Forest in Kalahandi District. The SP, Kalahandi, Brijesh Rai said that an exchange of fire ensued between SOG jawans and the Maoists around 5 pm near Kutra village under Ampani police outpost of Kalahandi, when the security personnel were undertaking combing operations in the area. ""Our operation team is yet to reach the headquarters. We will reveal identity of the Maoists after their return,"" Rai said. The Police said a few .303 rifles and a 9-mm pistol were also recovered","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"A tribal youth, identified as Bandu Mainu Narote, was killed by some armed Naxalites at Battewada village in the Gadchiroli District. According to an unnamed Police official, the youth was killed for seeking a job in the Police force.",Civilians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Police arrested two cadres of the CPI-Maoist, during a Police raid in Gaya District.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A tribal woman who had eloped with and married a CPI-Maoist cadre, 10 years ago, surrendered with her two minor children, in Kaimur District of Bihar.",No Target,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Three Maoists were arrested from Raidihi forested area in Sundargarh District.,Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gumla District Police of Jharkhand arrested a CPI-Maoist cadre from Baghima village in the same District.,Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A top leader of the CPI-Maoist supported PCPA was arrested from his Hooghly hideout in the night. Police said Sibu Murmu was wanted for sedition and murder. Sibu, the secretary of PCPA's Bankura wing, had been absconding since the Security Forces started operations in Jangalmahal in June 2009. Police said he was sheltered by his elder brother Shankar Murmu at the latter's residence at Dihibagnan Adibasipara in the Hooghly District. ""In the past two months, we managed to nab at least 25 senior and influential leaders of the tribal outfit. It is a major setback for them,"" said an unnamed senior Police officer.","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Suspected cadres of the CPI-Maoist abducted Baria Soren, a ruling CPI-M supporter, at gunpoint from Sapdhara village in West Midnapore District.",Government Officials,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Arjun Singh alias Babua Singh, a CPI-Maoist 'area commander', carrying a reward of INR 200,000 for his capture, was arrested at Burhmu in Ranchi District.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
An IED was recovered by the SFs near Satbahini River under Pratappur Police Station in Chatra District.,Security,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"The Orissa Police recovered more arms and ammunition that were looted by the CPI-Maoist cadres from Nayagarh District. The recovery included 30 INSAS rifles, 17 revolvers and pistols, two SLRs and 40 .303 rifles, Chief Minister Naveen Patnaik told the Assembly. This is the third round of seizure of the looted arms.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71 'waste' cartridges and some items looking like bombs and half portions of five rocket launchers were found stacked on the pillar no 2 on rail bridge across river Kosi at Kursela under East Central Railway (ECR) in Katihar District.,Government Infrastructure,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Two CPI-Maoist cadres surrendered before the Purulia District Police in West Bengal.,Maoist,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Two persons were killed by armed CPI-Maoist at Basudeopur village of Haveli Kharagpur sub-division headquarters of Munger District. The Maoists stormed the village and slit the throat of Bajrangi Paswan (43) and Madan Das (45). The Maoists claimed in some pamphlets found near the bodies that the duos were punished for pocketing levy meant for the organisation. Police and Central Reserve Police Force (CRPF) suspect the team of Maoist 'area commander' Birbal of killing the duo to settle some old scores over collection of levy.,Civilians,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Suspected CPI-Maoist cadres abducted one Trilok Tudu, a student of the Gorbeta College and member of the Students Federation of India, while he was returning to his village on December 11. His dead was found at Paraulia in the Lalgarh region of West Midnapore District in the night of December 12, Superintendent of Police Manoj Verma said.",Civilians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Four CPI-Maoist cadres were arrested in the Dantewada District. Acting on a tip-off about Maoist activities at Musaras village, Police raided the area and arrested Barse Manjhi, Sodhi Hunga, Kudami Ganga and Kavasi Deva and seized some arms from them, the Dantewada Superintendent of Police Amresh Mishra said. The recovered items also included Maoist literature, a locally-made revolver and five cartridges. Several cases of murder and attempt to murder are lodged against them in various Police Stations of the Dantewada District, Mishra added.","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A landmine exploded at Bhat More area under Salbani Police station in West Midnapore District and damaged a culvert on the road connecting Midnapore town to Lalgarh during the bandh (shutdown) called by CPI-Maoist-backed PCPA,Government Infrastructure,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"The Rashtriya Janata Dal (RJD) leader Ramchandra Singh, who was a member of the last Jharkhand Legislative Assembly, was abducted by a group of 25 CPI-Maoist cadres at Manika in the Latehar District, Police sources said. Singh, accompanied by six of his supporters, was returning home after attending a function when he was intercepted by his abductors. Police sources suspect that Maoists from the neighbouring State of Chhattisgarh abducted the RJD leader.","Government Officials, Maoist",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"A country liquor manufacturing unit was raided by a group of 20 armed CPI-Maoist cadres at Telenpali village under Khaparakhol block in Bolangir District. Although no casualty was reported in the Maoist attack, the Maoists set ablaze the liquor-making unit and fled with cash. Country liquor worth over INR three million were stated to be damaged in attack.",Private Property,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Acting on intelligence inputs, Chhattisgarh Police arrested four CPI-Maoist cadres from Bhansi Police Station area in Dantewada District. Those arrested were identified as Sai alias Sahi (30), Kama Telami (27), Laxman (30) and Rajesh (35).",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Four IEDs planted by suspected CPI-Maoist cadres were recovered by the SFs from Sukma District. A joint team of CRPF's 217 battalion and District Force recovered the explosives under Maraiguda Police Station limits while patrolling to ensure security to the under construction Maraiguda-Golapalli road, Sukma SP, Indira Kalyan Elesela said. SFs had launched the operation from Maraiguda towards Golapalli, and about six-kilometres away from Maraiguda, they spotted the first explosive placed in a steel container, hidden about 20 metres beneath the ground on the under-construction road in the forests. Subsequently, three more IEDs recovered close to the spot, he said. The explosives were weighed between five to 10 kilograms, he added. Later, the IEDs were destroyed by the bomb disposal squad.","Maoist, Security, Government Infrastructure",0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
"The CPI-Maoist Politburo member Mallojula Koteshwar Rao alias Kishanji, the man who controlled Maoist operations in eastern India, was cornered and killed in a massive security operation after a two-hour gun battle in Kushaboni forest in Jhargram on the West Bengal-Jharkhand border in West Midnapore District",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The CPI-Maoist cadres killed Prabhat Panigrahi, an activist of the Rashtriya Swayamsevak Sangh (RSS) - a Hindu right-wing organisation, at Rudiguma village in Kandhamal District. Panigrahi was among 14 persons on a hit-list prepared by the Maoists after last year's communal violence in Kandhamal. He was staying at the house of another RSS activist when he was shot dead. According to sources, 15 armed men reached the house and shot Panigrahi from close range. The assailants left a poster saying anybody trying to follow in the footsteps of Lakshamanananda Saraswati, the slain leader of Vishwa Hindu Parishad, another right-wing Hindu organisation, would face death. Panigrahi, who was booked in some cases pertaining to the communal violence in 2008, had come out of the Baliguda prison on bail on March 14.","Non-Maoist Armed Group, Private Property",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
One person was arrested for allegedly assisting Maoists after some explosives and Maoist literature were seized from his house in Dhamtari District.,"Maoist, Civilians",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Police and JPC, a breakaway faction of the CPI-Maoist, exchanged gunfire for several hours in the forests of Amjora in Hazaribagh District of Jharkhand. Following a tip-off regarding the presence of around 30 JPC ultras at a particular spot a Police team moved to forest. Upon arrival of the Police at the forest, the ultras opened fire on them, triggering a gun battle in which more than 150 rounds were fired between both the parties. However, no casualties were reported from the either side. The rebels retreated deep into the forest leaving behind 'uniforms', medicines and diaries containing names of local contractors who were to be targeted for extortion.","Security, Maoist",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
two can-bombs weighing 30 kilograms each were found planted on Sarjamdih-Barigala Road in Ranchi District.,Government Infrastructure,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"The cadres of the CPI-Maoist triggered a landmine blast in Talewada jungle in Gadchiroli, leaving eight SF personnel injured.",Security,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Cadres of the CPI-Maoist blow up the administrative office of a company involved in constructing roads in Bihar under the Golden Quadrilateral project near Tarachandi village in Sasaram District.,Private Property,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"PCPA, the CPI-Maoist-backed outfit, the leadership said that its cadres were behind the attack — on what it described as a camp of the ‘harmad’ (hired armed goons) — which led to violence resulting in the death of seven persons at Netai village in the Lalgarh area of the State's West Midnapore District on January 7.",Non-Maoist Armed Group,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"A CPI-Maoist 'area committee member' of SGS of Khammam District, identified as Kovasi Joga alias Chandu (25), was arrested by Police near Katukapalli village in Chintur mandal, Khammam District.","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"A 10-year-old boy dies after being caught in the crossfire when three CPI-Maoist cadres attacked a Congress party leader, Nasara Reddy, at Thamadapalli in the Ongole area of Prakasam District. Subsequently, they shot dead Nasara Reddy and escaped from the village.","Government Officials, Civilians",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Joint forces arrested four PLFI cadres from forests under Murhu Police Station in Khunti District. Police believe that the five would certainly lead them to the main accused involved in the killings of innocent villagers at Raiturang in Arki area in the District on September 26. Police recovered two rifles, four bullets, six mobile phones and several PLFI pamphlets from their possessions. Murhu Police Station OIC Bambam Kumar said joint forces had launched an operation in Pangura-Kewra forests post September 30 midnight.","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
