incident_summary,raw_output,true_armed_assault,pred_armed_assault,true_arrest,pred_arrest,true_bombing,pred_bombing,true_infrastructure,pred_infrastructure,true_surrender,pred_surrender,true_seizure,pred_seizure,true_abduction,pred_abduction
"Armed CPI-Maoist cadres assaulted five farmers for cultivating their land at Kada village in the Palamau District. The extremists also destroyed paddy and pulse which the farmers had planted. The Maoists had branded the five farmers as Police informers two years ago and ordered them not to cultivate the land located near the Sone river, Superintendent of Police Saket Kumar Singh said. Since then the farmers, who together own about 10 acres of land, did not dare to visit their land for fear of a Maoist attack, sources in the Husseinabad Police Station said. However, they resumed ploughing following last week's rains in the face of severe drought in Jharkhand, sources added.","Armed Assault, Infrastructure",1,1,0,0,0,0,1,1,0,0,0,0,0,0
"Maoists ambushed a van carrying unarmed personnel of the Special Security Force (SAF) to Netarhat, killing one and injuring another in the Latehar District, Police said on August 27. Six SAF personnel had been to Commander Balvinder Singh's house to pick him back to the camp on August 26 when Maoists fired randomly on them on Netarhat-Mahuatand road near Charmunda Valley, SP Kuldeep Dwiwedi said.",Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Kishore Singh, a newly elected member of Taal Panchayat, was abducted by Maoists from his house in Panki Police Station limits in Palamu District. ""His whereabouts are still untraced,"" SP A T Mathew said.",Abduction,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Bihar Police arrested an alleged CPI-Maoist organiser, identified as Janesh Yadav, at Chitrakut Nagar locality under Danapur of Patna District of Bihar. Patna SSP Manu Maharaj said he was recruiting members for the Maoist organisation in the area.","Arrest, Seizure",0,0,1,1,0,0,0,0,0,0,0,1,0,0
"Approximately a thousand cadres and activists of the CPI-Maoist launched simultaneous attacks on the jail, Police lines and a paramilitary camp at Jehanabad, killing four persons and injuring five others. Two Maoists were also killed in the incident. 341 of the jail's 600 odd prisoners, several other cadres of the outfit were set free and approximately 12 activists of the Ranvir Sena, were abducted","Armed Assault, Abduction, Seizure",1,1,0,0,0,0,0,0,0,0,0,1,1,1
"A large number of armed cadres of the CPI-Maoist, including women, blew up the forest beat office in Paniganda in Adaba area of Gajapati District after dragging out the guard and tying him. A villager who arrived at the spot out of curiosity after hearing the noise sustained minor injuries. The Maoists had called for a State-wide shut down on July 10. Inspector-in-Charge of Adaba Police Station N. Kero said that the Maoists blew up the building using powerful explosives. The shut down had little impact in urban centres and evoked mixed response in rural areas amid closure of shops and thin traffic.","Bombing, Infrastructure, Abduction",0,0,0,0,1,1,0,1,0,0,0,0,0,1
"A hardcore CPI-Maoist Devilal Marandi, who carried a reward of INR 200,000, was arrested from his home at Haldipahari in Dumka District.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"A Maoist couple was killed in an exchange of fire with the Police in a forest area in the Govindraopet sub-division of Warangal District. The slain extremists were identified as Satayya alias Suresh Anna, Secretary of Warangal, Karimnagar and Khammam District units of the CPI-ML Praja Pratighatna group, and his wife Rani, who was a commander of the party's armed squad. The Police recovered a spring loading rifle, a pistol and two kit bags from them.","Armed Assault, Seizure",1,1,0,0,0,0,0,0,0,0,1,1,0,0
"A day after two powerful landmines were recovered from a road in Koraput District, security personnel began sanitizing the entire stretch of Koraput-Laxmipur road.","Bombing, Infrastructure",0,0,0,0,0,1,0,1,0,0,1,0,0,0
"Six Maoists, including a couple carrying a bounty of INR 100,000 each on their head, were arrested from separate places in Bastar division. ""Four lower-rung rebels were apprehended from Jagargunda Police Station area of Sukma District while a team of Security Forces was carrying a search operation in the region,"" a senior Police official said. They were identified as Madvi Kosa (25), Uika Bheema (25), Podiyam Bheema (30) and Madkam Hurra (26).",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"At least three suspected women cadres of the CPI-Maoist were killed by the anti-Maoist SOG in an encounter in the Sahajkhaol Reserve Forest in Kalahandi District. The SP, Kalahandi, Brijesh Rai said that an exchange of fire ensued between SOG jawans and the Maoists around 5 pm near Kutra village under Ampani police outpost of Kalahandi, when the security personnel were undertaking combing operations in the area. ""Our operation team is yet to reach the headquarters. We will reveal identity of the Maoists after their return,"" Rai said. The Police said a few .303 rifles and a 9-mm pistol were also recovered","Armed Assault, Seizure",1,1,0,0,0,0,0,0,0,0,1,1,0,0
"Police arrested two cadres of the CPI-Maoist, during a Police raid in Gaya District.","Arrest, Seizure",0,0,1,1,0,0,0,0,0,0,1,1,0,0
"A woman CPI-Maoist cadre was killed in an encounter with SF personnel in Kanker District. ""An exchange of fire took place near Matenga and Kudarwahi area of Kanker between the DRG (District Reserve Guard) and the Maoists at around 11 pm on Friday. During the search of the encounter spot today (Saturday) morning, a dead body of uniformed female Maoist was recovered,"" informed Bastar IGP S.R.P. Kalluri in a statement. However, the SFs managed to recover two Bharmars, one cooker filled with IED and some back packs from the spot of encounter.","Armed Assault, Seizure",1,1,0,0,0,0,0,0,0,0,1,1,0,0
"A tribal woman who had eloped with and married a CPI-Maoist cadre, 10 years ago, surrendered with her two minor children, in Kaimur District of Bihar.",Surrender,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Gumla District Police of Jharkhand arrested a CPI-Maoist cadre from Baghima village in the same District.,Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"A top leader of the CPI-Maoist supported PCPA was arrested from his Hooghly hideout in the night. Police said Sibu Murmu was wanted for sedition and murder. Sibu, the secretary of PCPA's Bankura wing, had been absconding since the Security Forces started operations in Jangalmahal in June 2009. Police said he was sheltered by his elder brother Shankar Murmu at the latter's residence at Dihibagnan Adibasipara in the Hooghly District. ""In the past two months, we managed to nab at least 25 senior and influential leaders of the tribal outfit. It is a major setback for them,"" said an unnamed senior Police officer.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Suspected cadres of the CPI-Maoist abducted Baria Soren, a ruling CPI-M supporter, at gunpoint from Sapdhara village in West Midnapore District.","Abduction, Armed Assault",0,1,0,0,0,0,0,0,0,0,0,0,1,1
The CPI-Maoist cadres opened random firing near a camp of the paramilitary Sashastra Seema Bal (SSB) at Errabore in Dantewada District.,Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Arjun Singh alias Babua Singh, a CPI-Maoist 'area commander', carrying a reward of INR 200,000 for his capture, was arrested at Burhmu in Ranchi District.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
An IED was recovered by the SFs near Satbahini River under Pratappur Police Station in Chatra District.,"Bombing, Seizure",0,0,0,0,1,1,0,0,0,0,0,1,0,0
"The Orissa Police recovered more arms and ammunition that were looted by the CPI-Maoist cadres from Nayagarh District. The recovery included 30 INSAS rifles, 17 revolvers and pistols, two SLRs and 40 .303 rifles, Chief Minister Naveen Patnaik told the Assembly. This is the third round of seizure of the looted arms.",Seizure,0,0,0,0,0,0,0,0,0,0,1,1,0,0
71 'waste' cartridges and some items looking like bombs and half portions of five rocket launchers were found stacked on the pillar no 2 on rail bridge across river Kosi at Kursela under East Central Railway (ECR) in Katihar District.,"Bombing, Infrastructure, Seizure",0,0,0,0,0,1,0,1,0,0,1,1,0,0
Two CPI-Maoist cadres surrendered before the Purulia District Police in West Bengal.,Surrender,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Two persons were killed by armed CPI-Maoist at Basudeopur village of Haveli Kharagpur sub-division headquarters of Munger District. The Maoists stormed the village and slit the throat of Bajrangi Paswan (43) and Madan Das (45). The Maoists claimed in some pamphlets found near the bodies that the duos were punished for pocketing levy meant for the organisation. Police and Central Reserve Police Force (CRPF) suspect the team of Maoist 'area commander' Birbal of killing the duo to settle some old scores over collection of levy.,"Armed Assault, Abduction",1,1,0,0,0,0,0,0,0,0,0,0,0,1
"The Mumbai Police recovered 917 live cartridges and arrested one person in this connection. The Joint Commissioner of Police, Rakesh Maria, said that Mumbai-based Mansood Khan was arrested along with 500 live cartridges and another 417 were found atop a public toilet. All the live rounds were reportedly of firearms .30, .32, 9 mm and .375 and 12 bore. They are good quality foreign-made cartridges, Maria added.","Arrest, Seizure",0,0,1,1,0,0,0,0,0,0,1,1,0,0
A landmine exploded at Bhat More area under Salbani Police station in West Midnapore District and damaged a culvert on the road connecting Midnapore town to Lalgarh during the bandh (shutdown) called by CPI-Maoist-backed PCPA,"Bombing, Infrastructure",0,0,0,0,1,1,0,1,0,0,0,0,0,0
"A country liquor manufacturing unit was raided by a group of 20 armed CPI-Maoist cadres at Telenpali village under Khaparakhol block in Bolangir District. Although no casualty was reported in the Maoist attack, the Maoists set ablaze the liquor-making unit and fled with cash. Country liquor worth over INR three million were stated to be damaged in attack.","Infrastructure, Armed Assault, Seizure",0,1,0,0,0,0,1,1,0,0,1,1,0,0
"Food supplies for contingent of CPI-Maoist led by Polit Bureau member Arvind was seized by Police in Baresarn area in Latehar District. Latehar SP, Anoop Birtharey said the food supplies were bought from Mahuadarnd market and were being sent to Pipal Dhaab in Chhattisgarh, located at the foothill of Burha Pahar, and which falls in two states- Chhattisgarh and Jharkhand. Three people were arrested in connection with the case.","Seizure, Arrest",0,0,1,1,0,0,0,0,0,0,1,1,0,0
"Vinay Kodium, postman and also a local businessman, was shot dead by around 25 cadres of the CPI-Maoist at a weekly market in Matwada village in Bijapur",Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Acting on intelligence inputs, Chhattisgarh Police arrested four CPI-Maoist cadres from Bhansi Police Station area in Dantewada District. Those arrested were identified as Sai alias Sahi (30), Kama Telami (27), Laxman (30) and Rajesh (35).",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Meanwhile, the PCPA supporters dug up roads near Shirshi and Champashole in Kotwali while the Maoists put up posters asking locals to observe 'Martyrs' Week'.",None,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"The CPI-Maoist cadres killed Prabhat Panigrahi, an activist of the Rashtriya Swayamsevak Sangh (RSS) - a Hindu right-wing organisation, at Rudiguma village in Kandhamal District. Panigrahi was among 14 persons on a hit-list prepared by the Maoists after last year's communal violence in Kandhamal. He was staying at the house of another RSS activist when he was shot dead. According to sources, 15 armed men reached the house and shot Panigrahi from close range. The assailants left a poster saying anybody trying to follow in the footsteps of Lakshamanananda Saraswati, the slain leader of Vishwa Hindu Parishad, another right-wing Hindu organisation, would face death. Panigrahi, who was booked in some cases pertaining to the communal violence in 2008, had come out of the Baliguda prison on bail on March 14.","Armed Assault, Abduction",1,1,0,0,0,0,0,0,0,0,0,0,0,1
One person was arrested for allegedly assisting Maoists after some explosives and Maoist literature were seized from his house in Dhamtari District.,"Arrest, Seizure",0,0,1,1,0,0,0,0,0,0,1,1,0,0
"he CPI-Maoist cadres killed B. Madhukar (25), upa sarpanch (deputy head) of Uppanapalli gram panchayat (village level local self Government institution) in Eturunagaram circle of Warangal District.",Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Two Maoists, identified as Ramdas Bhura Kunjami and Surekha Tani Weladi alias Dewala Ramdas Kunjami, who were working with dalam (squad) number 18 in the Aheri and Etapalli areas were arrested from the Sharada Lodge at Wardha.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Four cadres of the CPI-Maoist were killed following a nine-hour encounter with SFs in Taimara valley on NH-33 in Ranchi District and four firearms were seized, CRPF IG Rakesh Kumar Mishra confirmed. The Police have recovered four dead bodies and a process to identify them is on. All the four dead Maoists were in Maoist fatigue. Two CRPF troopers were injured in the initial hours of encounter.","Armed Assault, Seizure",1,1,0,0,0,0,0,0,0,0,1,1,0,0
two can-bombs weighing 30 kilograms each were found planted on Sarjamdih-Barigala Road in Ranchi District.,Bombing,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Cadres of the CPI-Maoist blow up the administrative office of a company involved in constructing roads in Bihar under the Golden Quadrilateral project near Tarachandi village in Sasaram District.,"Bombing, Infrastructure",0,0,0,0,1,1,0,1,0,0,0,0,0,0
"A 10-year-old boy dies after being caught in the crossfire when three CPI-Maoist cadres attacked a Congress party leader, Nasara Reddy, at Thamadapalli in the Ongole area of Prakasam District. Subsequently, they shot dead Nasara Reddy and escaped from the village.",Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Two cadres of the CPI-Maoist, identified as Rajkishore Ram and Babulal Ram, were arrested from Yadopur Chainpur village in the East Champaran District. The duo, both residents of Sishohan village in the District, was involved in a landmine blast and an encounter with Police at Betani village during the last Lok Sabha election.","Arrest, Bombing, Armed Assault",0,1,1,1,0,1,0,0,0,0,0,0,0,0
CPI-Maoist cadres destroyed two government buildings in the Bande Pinjodi village under Amabeda Police station in Bastar District.,Infrastructure,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"The CPI-Maoist claimed to have killed Gabba Chander Rao, one of the two tribal youths abducted from the Tippapuram village in Charla mandal in the Khammam District. A statement issued by the outfit said that it was forced to punish him for his covert operation which resulted in the killing of 14 leaders and activists of the outfit and four civilians in an encounter at Kanchala in the Pamedu area of Chhattisgarh's Bijapur District on March 18.","Abduction, Armed Assault",1,1,0,0,0,0,0,0,0,0,0,0,0,1
