incident_summary,total_fatalities,first_action,incident_number,count_bin
"A trooper of the ITBP, Bhoop Singh, was killed in a CPI-Maoist attack in Rajnandgaon District. The Maoists opened fire on a joint party of the District Police, the Chhattisgarh Armed Force (CAF) and the ITBP near Khunera in the Ambagad Police limits, IG R.K. Vij said.",1,Armed Assault,301281101.0,1
A 30-year-sportsman was killed and two others were injured after suspected CPI-Maoist cadres fired at them in Chhattisgarh's Rajnandgaon District.,1,Armed Assault,301281301.0,1
"A former Salwa Judum leader, identified as Bodhiram Machhi (55), was killed by Maoists in Bijapur District.",1,Armed Assault,301281401.0,1
A CRPF trooper was killed in a CPI-Maoist-triggered pressure bomb blast at Ettegata village on Injaram-Bheji road in the Dantewada District.,1,Bombing,301291001.0,1
Head Constable Ajay Bhagat of the Chhattisgarh Armed Force was injured in a gun battle with the Maoists near Karkeli in Bijapur District.,0,Armed Assault,301291002.0,0
One personnel of the newly-created CAAF was injured when he was attacked with sharp weapons by a group of CPI-Maoist cadres at his native village of Kondru under Jangla Police Station in Bijapur District. The CAAF has been established recently to absorb the SPOs - tribal youths recruited by the Chhattisgarh Police to fight Naxals - following a directive from the Supreme Court to disband SPOs.,0,Armed Assault,301291201.0,0
Eight civilians and three CPI-Maoist cadres are killed during a Maoist attack on a Government camp in the Dantewada District.,11,Armed Assault,301300601.0,10+
"two woman Maoist cadres were killed and their dead bodies were recovered after an encounter near Palamadagu village of Sukma District. The woman Maoists, identified as Vanjam Shanti and Vanjam Pojje, were militia members of Palamadagu range committee of the Maoists, IG of Police, S.R.P. Kalluri said. Three locally made guns, detonators, uniforms and some bullets were recovered from them.",2,Armed Assault,301301602.0,2
"The body of a villager who was abducted by the CPI-Maoist cadres two days ago for refusing to join their ranks was found in Sukma District. The body of the victim, identified as Hidma, was found lying in a pool of blood on the outskirts of his native village Madiyaras Korra.",1,Armed Assault,301301604.0,1
CPI-Maoist cadres trigger a landmine blast causing extensive damage to the Bijapur-Avapalli road in Dantewada District.,0,Bombing,301310601.0,0
"Two senior CPI-Maoist cadres were killed in a forested stretch of Bijapur in the Bastar District, near the Andhra Pradesh border, in an hour-long encounter.",2,Armed Assault,301310701.0,2
Police shot dead a Maoist during a shootout in the Dantewada District.,1,Armed Assault,301310702.0,1
Security force personnel foiled an attempt by the Naxalites to loot an explosives depot of the state-run National Mineral Development Corporation at Hiroli in the Dantewada District.,0,Armed Assault,301310703.0,0
"Two CPI-Maoist cadres were killed in an encounter with SF personnel in Sukma District of Bastar region, said S.R.P. Kalluri, IGP, Bastar Range. ""A small contingent of the DRG (District Reserve Guard) and the STF (Special Task Force) was dispatched by Sukma District Superintendent of Police D. Srawan to Kistaram area of Sukma on the basis of some specific inputs provided by intelligence agencies. A fierce gunbattle took place between the Police team and the Maoists near Vanjalvala village. Two bodies of uniformed Maoists were recovered from the spot of the encounter by our boys,"" added IGP Kalluri. The two Maoists have been identified as Dusra Dharma, the 'president' of Revolutionary People's Committee of the Maoists in the area and Vetti Raju, the 'president' of Dandkaranya Kisan Majdoor Sangh of the Maoists. Police also recovered two locally-made guns, backpacks and some Maoist literature from the encounter spot.",2,Armed Assault,301311601.0,2
"Two SSB personnel were injured in an IED explosion triggered by the CPI-Maoist cadres in Kanker District. The blast occurred when the SF personnel were patrolling to ensure security to the under-construction railway track between Kacche and Bhaismudi villages in Bhanupratappur region, Kanker SP Jitendra Singh Meena said. ""Constables Ayon Mandal and Parmanand Maurya have sustained superficial injuries in the blast,"" the SP added. Preliminary probe revealed that the IED, placed in a pressure cooker, was planted under a heap of murrum, around 30 metres away from the under-construction railway track, the SP said.",0,Bombing,302011601.0,0
"Four CRPF personnel, including a Sub-Inspector, were killed by the cadres of the CPI-Maoist in an ambush in the Narayanpur District.",5,Armed Assault,302020801.0,6-10
"The cadres of the CPI-Maoist shot dead Nohar Singh, a Salwa Judum leader, in a forested stretch near Toanar village in Bijapur District.",1,Armed Assault,302021101.0,1
Police and CPI-Maoist cadres exchanged gun fire near Kadhaikhodra village in Kanker District.,0,Armed Assault,302021401.0,0
"A station house officer and an assistant constable of Chhattisgarh Police were killed and six other SF personnel, including an assistant commandant of BSF, injured when CPI-Maoist cadres ambushed a joint patrolling team in Kanker District.",2,Armed Assault,302021501.0,2
"A CPI-Maoist cadre was killed in a fierce encounter with SF personnel in Kanker District. The encounter took place in the forests of Kesekodi under Koyalibeda Police Station limits between a joint team of security personnel and the Maoists, Kanker SP Jitendra Singh Meena said.During a search, body of a Maoist, one SLR rifle and its magazines were recovered.",1,Armed Assault,302021601.0,1
Eight CPI-Maoist cadres were shot dead by the Police in two gun-battles in Bijapur District. Seven Maoists were killed in forest under Bhairamgarh Police Station when SPOs raided a hideout. Another cadre was gunned down under Bijapur Police Station area.,8,Armed Assault,302031001.0,6-10
"Four persons, including a woman, were injured as a private passenger bus they were travelling in was hit by a landmine blast triggered by the CPI-Maoist in Narayanpur District. Some Police personnel were also on board, but they were not harmed.",0,Bombing,302031501.0,0
A CRPF trooper was injured in a blast of 'pressure bomb' planted by the Maoists in the neighbouring Bijapur District. The incident took place near Cheramangi village under Awapalli Police Station limits while the CRPF was conducting anti-Maoist operation.,0,Armed Assault,302031502.0,0
"A constable of a Special Police party was injured in an exchange of fire with CPI-Maoist cadres, in the forest area along the Andhra Pradesh-Chhattisgarh border near Pujarikanker in Bijapur District of Chhattisgarh.",0,Armed Assault,302041301.0,0
"Kunjam Linga (22), a People's Militia 'commander' under Jagargunda 'area committee' of the CPI-Maoist and carrying a reward money of INR 100,000, was killed in an encounter with a joint team of SF personnel in the forests of Chintagufa Police Station area in Sukma District, Sukma ASP Santosh Singh said. An injured Maoist, identified as Sodhi Mang, was also arrested from the encounter spot.",1,Armed Assault,302041601.0,1
CPI-Maoist cadres shot dead three Police personnel and injured five others in an attack on a Police station in the Jashpur District.,3,Armed Assault,302060601.0,3-5
Ten Nagaland Armed Police personnel are killed and eight others sustained injuries when a powerful landmine was exploded by CPI-Maoist cadres as their vehicle was moving through a forest in the Dantewada District.,10,Bombing,302060602.0,10+
"Two women CPI-Maoist cadres were killed during an encounter near Jagargunda in the Jagdalpur area of Bastar District. A few other cadres, including ‘area commander’ Papa Rao, were reported to have been injured during the encounter.",2,Armed Assault,302060701.0,2
"A six kilogram pressure bomb, planted by the CPI-Maoist to target SF personnel was recovered in Rajnandgaon District.",0,Bombing,302061501.0,0
Five CPI-Maoist cadres were killed in a Police encounter in Narayanpur District.,5,Armed Assault,302071001.0,6-10
"Six security force personnel and a civilian were killed in a powerful landmine explosion at Bhairamgarh in Bijapur. The SF personnel were trying to defuse explosives earlier recovered in the area, suspected to have been planted by the CPI-Maoist cadres.",7,Bombing,302080701.0,6-10
Three CPI-Maoist cadres of National Park Supply Dalam (armed squad) were killed in a joint operation by Maharashtra and Chhattisgarh Police near Bada Kakler village under Pharasgad Police Station in Bijapur District.,3,Armed Assault,302081401.0,3-5
"Three CRPF personnel, including an assistant sub-inspector, were injured when a pressure bomb laid by CPI-Maoist cadres exploded near Dubaiguda village under Awapalli Police Station area in Bijapur District.",0,Bombing,302081501.0,0
CPI-Maoist cadres kill at least three people in the Cherakdodi village of Dantewada District.,3,Armed Assault,302090601.0,3-5
Eight Central Industrial Security Force (CISF) personnel were killed and several others injured when a large group of CPI-Maoist cadres attacked the National Mineral Development Corporation store in the Hirauli area of Dantewada District.,8,Armed Assault,302090602.0,6-10
